Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1998-09-03,28.0937,28.4267,27.9277,28.0937,1942907.8208964
1998-09-04,27.5917,29.2636,27.5917,28.0937,184616.09124251
1998-09-07,29.5986,30.0985,27.9277,29.2636,496848.61435208
1998-09-08,28.7606,30.9365,28.7606,30.6015,1735536.8695825
1998-09-09,31.7724,31.7724,29.9326,30.0985,404787.08888235
1998-09-10,30.4335,30.4335,29.5986,29.5986,141398.55847208
1998-09-11,28.4267,28.4267,28.4267,28.4267,4186.3422080116
1998-09-14,26.7588,27.4238,25.9209,27.4238,146833.00270484
1998-09-15,26.7588,27.5917,26.7588,27.3408,270894.14394852
1998-09-16,27.8427,27.9277,26.7588,26.7588,81326.647958792
1998-09-17,27.7577,27.9277,25.9209,26.9238,293918.02601084
1998-09-18,27.5917,27.5917,25.9209,25.9209,155479.70952053
1998-09-21,27.0918,28.4267,27.0918,28.0937,136779.18086606
1998-09-22,27.0918,27.0918,27.0918,27.0918,3527.2883343662
1998-09-23,28.0937,28.0937,26.7588,27.0918,176583.43462169
1998-09-24,27.0918,29.4306,27.0918,27.5917,749430.26136537
1998-09-25,28.4267,30.0985,27.9277,28.7606,2223143.7284773
1998-09-28,29.0936,29.0936,28.8426,29.0936,876670.66249421
1998-09-29,28.9286,29.0936,25.9209,25.9209,1405302.8749621
1998-09-30,27.2588,29.0936,27.2588,28.2607,2933199.7712398
1998-10-01,28.2607,28.2607,27.2588,27.2588,117206.58092507
1998-10-02,27.0918,27.0918,26.2559,26.2559,249067.35974168
1998-10-05,27.5917,28.4267,27.0918,28.4267,229633.77116402
1998-10-06,28.0937,28.0937,27.4238,27.4238,35879.932966276
1998-10-07,27.9277,28.4267,27.2588,27.2588,408433.38694504
1998-10-09,28.4267,28.4267,27.2588,27.2588,188202.38440016
1998-10-12,28.2607,28.2607,27.2588,28.0937,250264.45759715
1998-10-13,27.2588,28.4267,27.0918,27.4238,246974.18863767
1998-10-14,27.4238,27.5917,25.9209,25.9209,54716.472738827
1998-10-15,27.2588,27.2588,25.9209,27.2588,73551.012347877
1998-10-16,27.2588,27.2588,26.7588,27.0918,9280275.6060825
1998-10-19,26.2559,27.2588,26.2559,26.2559,672458.96943044
1998-10-20,26.7588,27.2588,26.2559,27.2588,12239729.523439
1998-10-21,26.7588,28.7606,26.7588,28.4267,611098.95362238
1998-10-22,27.5917,27.5917,27.5917,27.5917,2391.1954656846
1998-10-23,28.5937,28.7606,27.9277,27.9277,4382758.2638294
1998-10-26,28.5937,29.2636,28.4267,28.4267,202125.52253202
1998-10-27,29.5986,31.4384,28.2607,31.4384,271510.19430689
1998-10-28,31.2704,34.2812,31.2704,33.4513,1008790.4624842
1998-10-29,34.4482,34.4482,32.2764,32.6083,686804.14206105
1998-10-30,32.2764,33.1093,31.7724,32.6083,1017087.1406872
1998-11-02,33.1093,33.1093,31.6074,32.2764,178540.59460762
1998-11-03,32.6083,33.1093,31.7724,33.0253,807301.99202734
1998-11-04,32.9423,33.4443,31.9404,33.4443,2533836.1256909
1998-11-05,32.2764,33.4443,32.2764,33.2773,5449591.470955
1998-11-06,33.7772,33.7772,33.7772,33.7772,10884.88977353
1998-11-09,33.7772,34.9511,33.7772,34.9511,36285.96615702
1998-11-10,34.6162,34.6162,33.4443,34.2812,377936.89404224
1998-11-11,32.9423,32.9423,32.9423,32.9423,2153.1760090418
1998-11-16,32.1074,33.4443,32.1074,33.4443,46346.788568056
1998-11-17,31.9404,31.9404,31.9404,31.9404,11960.977737176
1998-11-18,31.4384,31.4384,31.4384,31.4384,31698.591167018
1998-11-19,31.7724,32.6083,30.9365,32.2764,313955.66396586
1998-11-20,30.9365,32.1074,30.9365,31.9404,1205895.5746282
1998-11-23,31.9404,31.9404,31.9404,31.9404,5980.488868588
1998-11-24,31.2704,31.7724,30.7695,31.7724,176711.44508577
1998-11-25,31.1015,32.2764,30.6015,30.6015,833015.09391702
1998-11-26,29.7636,30.9365,29.7636,30.6015,493352.32855199
1998-12-01,28.9286,28.9286,28.4267,28.5937,432595.36203954
1998-12-02,28.4267,29.2636,28.4267,29.2636,524860.90418639
1998-12-03,28.4267,28.9286,28.4267,28.9286,25324.070088693
1998-12-04,28.9286,28.9286,28.4267,28.9286,176542.43126992
1998-12-07,28.4267,28.5937,28.4267,28.5937,98013.011967553
1998-12-08,27.0918,27.9277,27.0918,27.9277,161838.22929084
1998-12-09,27.3408,27.3408,27.3408,27.3408,5980.488868588
1998-12-14,27.9277,27.9277,27.9277,27.9277,3861.3156390666
1998-12-15,27.2588,27.2588,27.2588,27.2588,49466.043548177
1998-12-16,27.9277,27.9277,27.2588,27.2588,476989.99103042
1998-12-17,27.7577,27.7577,27.7577,27.7577,89700.332456566
1998-12-18,27.5917,27.9277,27.2588,27.2588,418600.21802164
1998-12-21,28.4267,29.7636,28.4267,29.7636,544183.48368973
1998-12-22,28.9286,30.0985,28.7606,28.9286,18266.493174709
1998-12-23,29.9326,30.0985,28.9286,28.9286,69248.660656796
1998-12-29,29.2636,29.5986,29.2636,29.5986,242189.7975428
1998-12-30,30.0985,30.0985,30.0985,30.0985,86710.088022272
1999-01-04,30.0985,30.0985,29.4306,29.9326,264315.60619308
1999-01-05,30.0985,30.0985,29.6806,29.6806,148306.12312348
1999-01-06,29.4306,31.7724,29.4306,30.4335,2917419.4812971
1999-01-07,30.7695,30.9365,30.7695,30.9365,3623892.2311472
1999-01-08,30.4335,30.7695,30.4335,30.7695,607837.68703367
1999-01-11,31.7724,31.7724,29.7636,30.6015,237836.44168244
1999-01-12,29.7636,30.4335,29.5986,29.9326,911353.49760502
1999-01-13,28.9286,29.2636,28.7606,29.2636,747504.10391372
1999-01-14,29.7636,29.7636,28.4267,28.5937,26369.15551807
1999-01-15,29.2636,29.2636,28.0937,29.2636,463453.88453605
1999-01-19,28.0937,28.5117,28.0937,28.4267,1617414.2137739
1999-01-20,28.0937,28.4267,28.0937,28.4267,1240764.4249446
1999-01-21,28.7606,28.7606,28.0937,28.2607,611756.00733252
1999-01-22,28.4267,28.4267,26.7588,26.7588,1229664.5175947
1999-01-25,27.0918,27.4238,27.0918,27.4238,343852.10781829
1999-01-26,25.7529,27.0918,25.5849,26.1219,2942767.5533478
1999-01-27,27.0918,27.2588,26.4228,27.2588,491382.16750331
1999-01-28,27.9277,27.9277,26.7588,27.4238,290508.74732304
1999-01-29,26.9238,28.2607,26.9238,28.2607,1358427.043148
1999-02-01,27.5917,27.9277,27.5917,27.7577,920921.27971301
1999-02-02,27.5917,28.7606,27.5917,28.0937,662005.11489142
1999-02-03,28.4267,28.4267,27.5917,27.5917,269101.99745145
1999-02-04,28.5937,28.5937,28.4267,28.4267,361526.55259665
1999-02-05,28.4267,28.7606,27.9277,28.7606,618177.53225313
1999-02-08,28.5937,28.5937,27.7577,27.7577,562993.02125502
1999-02-09,28.5937,28.9286,28.4267,28.4267,2051146.6687638
1999-02-10,28.7606,28.7606,28.7606,28.7606,108238.84786744
1999-02-11,27.5917,29.2636,27.5917,28.0937,3733254.1708205
1999-02-12,28.7606,30.2665,28.5937,30.2665,1355755.8247921
1999-02-15,29.2636,29.2636,29.2636,29.2636,11960.977737176
1999-02-16,30.9365,31.1015,30.0985,30.2665,1159968.8203954
1999-02-17,30.9365,30.9365,30.0985,30.6015,581437.52898133
1999-02-18,30.2665,30.9365,30.2665,30.6015,1317696.7136913
1999-02-19,30.6015,31.1015,30.6015,31.1015,12558.026542284
1999-02-22,30.7695,30.7695,30.7695,30.7695,3527.2883343662
1999-02-23,30.9365,30.9365,30.0985,30.0985,777104.52356797
1999-02-24,30.5175,30.5175,30.0985,30.0985,906866.13079008
1999-02-25,29.7636,29.7636,28.6767,28.6767,3225426.6590103
1999-02-26,28.5937,28.5937,28.5937,28.5937,61831.054312596
1999-03-01,28.4267,29.7636,28.4267,29.7636,89352.304007357
1999-03-02,30.0985,30.0985,30.0985,30.0985,179997.71371824
1999-03-03,29.5986,29.5986,28.4267,28.4267,37015.025753207
1999-03-04,28.4267,28.4267,28.4267,28.4267,92089.527758749
1999-03-05,29.0936,29.0936,28.4267,28.4267,60994.985969094
1999-03-08,28.4267,28.5937,28.4267,28.4267,226964.55297167
1999-03-09,29.7636,29.7636,28.4267,28.5937,81882.693412126
1999-03-10,29.1806,29.7636,29.0936,29.7636,2034341.2950268
1999-03-11,29.7636,29.7636,28.4267,28.5937,489764.03523083
1999-03-12,29.5986,29.7636,28.4267,29.7636,95647.818627384
